order_id,order_date,sku,warehouse_id,ordered_qty,status
ORD000492,2026-07-29,SKU-0010,WH-01,50.0,pending
ORD000291,2026-07-09,SKU-0025,WH-05,44.0,pending
ORD000203,2026-07-26,SKU-0026,WH-04,37.0,delivered
ORD000653,2026-07-28,SKU-0037,WH-05,45.0,shipped
ORD000352,2026-06-29,SKU-0011,WH-05,41.0,cancelled
ORD000143,2026-07-28,SKU-0006,WH-05,54.0,cancelled
ORD000318,2026-07-31,SKU-0026,WH-05,42.0,pending
ORD000376,2026-08-05,SKU-0026,WH-07,67.0,pending
ORD000001,2026-08-21,SKU-0006,WH-01,34.0,delivered
ORD000128,2026-08-19,SKU-0011,WH-07,37.0,cancelled
ORD000388,2026-08-19,SKU-0004,WH-08,49.0,shipped
ORD000733,2026-08-11,SKU-0006,WH-02,45.0,shipped
ORD000425,2026-08-27,SKU-0020,WH-04,38.0,pending
ORD000706,2026-07-23,SKU-0023,WH-01,41.0,delivered
ORD000279,2026-08-06,SKU-0008,WH-04,55.0,cancelled
ORD000565,2026-08-24,SKU-0043,WH-02,36.0,pending
ORD000724,2026-07-23,SKU-0039,WH-05,41.0,shipped
ORD000192,2026-06-24,SKU-0038,WH-02,52.0,pending
ORD000566,2026-08-14,SKU-0014,WH-04,50.0,pending
ORD000181,2026-08-07,SKU-0022,WH-05,43.0,cancelled
ORD000495,2026-08-31,SKU-0006,WH-03,41.0,pending
ORD000612,2026-07-27,SKU-0026,WH-06,35.0,cancelled
ORD000198,2026-08-22,SKU-0019,WH-01,44.0,delivered
ORD000137,2026-08-23,SKU-0029,WH-06,42.0,cancelled
ORD000304,2026-08-09,SKU-0027,WH-07,48.0,cancelled
ORD000554,2026-08-10,SKU-0033,WH-04,39.0,pending
ORD000580,2026-08-12,SKU-0022,WH-07,45.0,shipped
ORD000160,2026-08-18,SKU-0043,WH-03,50.0,shipped
ORD000499,2026-06-25,SKU-0044,WH-02,31.0,cancelled
ORD000080,2026-07-03,SKU-0006,WH-03,51.0,delivered
ORD000453,2026-07-07,SKU-0002,WH-04,39.0,pending
ORD000399,2026-07-19,SKU-0044,WH-04,34.0,pending
ORD000108,2026-07-26,SKU-0038,WH-08,59.0,shipped
ORD000659,2026-07-15,SKU-0030,WH-05,55.0,cancelled
ORD000468,2026-06-28,SKU-0044,WH-06,54.0,pending
ORD000616,2026-08-29,SKU-0019,WH-02,59.0,delivered
ORD000720,2026-08-16,SKU-0009,WH-06,47.0,delivered
ORD000257,2026-08-17,SKU-0005,WH-03,52.0,pending
ORD000258,2026-06-28,SKU-0019,WH-05,52.0,shipped
ORD000698,2026-08-07,SKU-0024,WH-01,47.0,cancelled
ORD000513,2026-07-18,SKU-0029,WH-05,39.0,shipped
ORD000676,2026-07-09,SKU-0019,WH-03,33.0,shipped
ORD000439,2026-07-07,SKU-0018,WH-05,48.0,delivered
ORD000597,2026-08-29,SKU-0035,WH-04,50.0,pending
ORD000158,2026-08-31,SKU-0008,WH-06,45.0,pending
ORD000476,2026-08-12,SKU-0041,WH-04,45.0,cancelled
ORD000672,2026-07-05,SKU-0019,WH-01,51.0,pending
ORD000204,2026-08-02,SKU-0035,WH-04,30.0,cancelled
ORD000459,2026-08-14,SKU-0012,WH-01,34.0,pending
ORD000273,2026-06-27,SKU-0007,WH-02,52.0,pending
ORD000582,2026-06-27,SKU-0005,WH-01,41.0,shipped
ORD000665,2026-08-19,SKU-0003,WH-02,51.0,delivered
ORD000472,2026-08-19,SKU-0028,WH-07,60.0,pending
ORD000701,2026-07-10,SKU-0003,WH-06,52.0,cancelled
ORD000736,2026-08-23,SKU-0031,WH-01,42.0,shipped
ORD000626,2026-08-19,SKU-0018,WH-03,42.0,pending
ORD000084,2026-08-01,SKU-0044,WH-02,35.0,delivered
ORD000601,2026-07-18,SKU-0018,WH-05,50.0,pending
ORD000426,2026-07-08,SKU-0005,WH-03,48.0,pending
ORD000636,2026-07-18,SKU-0037,WH-02,45.0,cancelled
ORD000402,2026-08-25,SKU-0015,WH-05,36.0,shipped
ORD000391,2026-06-25,SKU-0001,WH-06,38.0,pending
ORD000275,2026-06-26,SKU-0012,WH-01,44.0,shipped
ORD000412,2026-06-28,SKU-0019,WH-06,42.0,pending
ORD000639,2026-08-22,SKU-0015,WH-07,43.0,delivered
ORD000543,2026-07-26,SKU-0012,WH-01,61.0,delivered
ORD000475,2026-08-28,SKU-0003,WH-04,49.0,pending
ORD000250,2026-07-29,SKU-0042,WH-07,49.0,cancelled
ORD000382,2026-08-29,SKU-0024,WH-07,51.0,cancelled
ORD000016,2026-08-11,SKU-0037,WH-02,44.0,cancelled
ORD000342,2026-07-19,SKU-0019,WH-08,42.0,pending
ORD000300,2026-07-06,SKU-0041,WH-08,53.0,delivered
ORD000501,2026-08-24,SKU-0018,WH-03,51.0,pending
ORD000417,2026-08-12,SKU-0045,WH-05,40.0,shipped
ORD000576,2026-08-11,SKU-0003,WH-04,36.0,pending
ORD000251,2026-08-15,SKU-0021,WH-02,47.0,cancelled
ORD000340,2026-07-15,SKU-0007,WH-05,52.0,pending
ORD000551,2026-08-17,SKU-0013,WH-04,33.0,cancelled
ORD000193,2026-08-08,SKU-0018,WH-06,38.0,cancelled
ORD000447,2026-07-13,SKU-0029,WH-02,48.0,pending
ORD000630,2026-07-25,SKU-0045,WH-04,39.0,pending
ORD000651,2026-08-30,SKU-0008,WH-05,44.0,pending
ORD000540,2026-07-18,SKU-0029,WH-02,47.0,pending
ORD000511,2026-07-05,SKU-0045,WH-06,49.0,delivered
ORD000156,2026-07-17,SKU-0044,WH-01,58.0,shipped
ORD000606,2026-07-28,SKU-0005,WH-07,27.0,delivered
ORD000600,2026-08-18,SKU-0002,WH-07,40.0,cancelled
ORD000524,2026-08-26,SKU-0002,WH-07,50.0,cancelled
ORD000365,2026-07-25,SKU-0029,WH-02,46.0,pending
ORD000529,2026-07-18,SKU-0029,WH-06,50.0,delivered
ORD000510,2026-08-01,SKU-0045,WH-03,51.0,cancelled
ORD000116,2026-06-29,SKU-0041,WH-08,54.0,cancelled
ORD000411,2026-07-10,SKU-0041,WH-06,34.0,pending
ORD000632,2026-07-10,SKU-0036,WH-03,42.0,pending
ORD000003,2026-07-12,SKU-0015,WH-04,49.0,shipped
ORD000284,2026-07-07,SKU-0038,WH-03,49.0,shipped
ORD000289,2026-06-25,SKU-0036,WH-01,59.0,shipped
ORD000457,2026-08-22,SKU-0029,WH-07,42.0,shipped
ORD000315,2026-07-23,SKU-0036,WH-05,47.0,shipped
ORD000013,2026-07-27,SKU-0014,WH-08,51.0,pending
ORD000164,2026-08-15,SKU-0015,WH-03,33.0,cancelled
ORD000526,2026-07-31,SKU-0001,WH-08,51.0,shipped
ORD000463,2026-08-22,SKU-0033,WH-07,47.0,pending
ORD000503,2026-08-03,SKU-0035,WH-01,46.0,delivered
ORD000065,2026-08-26,SKU-0033,WH-08,47.0,delivered
ORD000072,2026-06-25,SKU-0036,WH-01,37.0,pending
ORD000113,2026-08-08,SKU-0014,WH-06,44.0,pending
ORD000400,2026-07-30,SKU-0023,WH-06,40.0,cancelled
ORD000537,2026-08-09,SKU-0030,WH-08,40.0,delivered
ORD000686,2026-08-26,SKU-0045,WH-06,45.0,cancelled
ORD000206,2026-07-25,SKU-0030,WH-04,46.0,cancelled
ORD000452,2026-07-24,SKU-0029,WH-01,38.0,shipped
ORD000321,2026-07-25,SKU-0016,WH-06,47.0,delivered
ORD000205,2026-08-12,SKU-0003,WH-06,46.0,delivered
ORD000423,2026-08-04,SKU-0010,WH-02,40.0,delivered
ORD000231,2026-06-27,SKU-0022,WH-07,54.0,delivered
ORD000130,2026-06-29,SKU-0018,WH-06,42.0,pending
ORD000414,2026-08-12,SKU-0025,WH-06,40.0,pending
ORD000120,2026-08-02,SKU-0040,WH-08,51.0,delivered
ORD000728,2026-07-15,SKU-0030,WH-04,35.0,shipped
ORD000558,2026-08-13,SKU-0040,WH-01,51.0,shipped
ORD000436,2026-09-01,SKU-0021,WH-01,56.0,cancelled
ORD000569,2026-06-24,SKU-0030,WH-08,33.0,cancelled
ORD000221,2026-07-03,SKU-0043,WH-04,43.0,shipped
ORD000012,2026-07-08,SKU-0023,WH-03,39.0,cancelled
ORD000171,2026-07-31,SKU-0011,WH-08,46.0,pending
ORD000397,2026-08-12,SKU-0016,WH-01,52.0,delivered
ORD000327,2026-08-20,SKU-0028,WH-06,36.0,pending
ORD000407,2026-07-20,SKU-0022,WH-01,53.0,shipped
ORD000058,2026-08-23,SKU-0002,WH-01,53.0,pending
ORD000311,2026-08-21,SKU-0032,WH-03,41.0,shipped
ORD000101,2026-07-22,SKU-0021,WH-02,45.0,pending
ORD000123,2026-08-18,SKU-0020,WH-01,39.0,shipped
ORD000610,2026-08-24,SKU-0037,WH-05,39.0,delivered
ORD000180,2026-06-26,SKU-0006,WH-07,46.0,delivered
ORD000161,2026-08-10,SKU-0012,WH-03,45.0,pending
ORD000419,2026-07-04,SKU-0017,WH-02,37.0,shipped
ORD000374,2026-07-07,SKU-0030,WH-05,51.0,pending
ORD000152,2026-08-01,SKU-0010,WH-04,39.0,cancelled
ORD000117,2026-08-17,SKU-0015,WH-03,42.0,shipped
ORD000735,2026-08-08,SKU-0014,WH-06,48.0,shipped
ORD000541,2026-07-05,SKU-0011,WH-01,44.0,cancelled
ORD000371,2026-06-30,SKU-0013,WH-03,40.0,cancelled
ORD000309,2026-08-19,SKU-0030,WH-03,46.0,pending
ORD000508,2026-07-12,SKU-0007,WH-08,45.0,cancelled
ORD000312,2026-08-26,SKU-0041,WH-01,39.0,shipped
ORD000356,2026-07-13,SKU-0013,WH-01,32.0,shipped
ORD000240,2026-07-05,SKU-0005,WH-05,32.0,pending
ORD000134,2026-08-14,SKU-0006,WH-03,44.0,delivered
ORD000155,2026-07-31,SKU-0003,WH-02,36.0,cancelled
ORD000139,2026-07-20,SKU-0030,WH-07,50.0,cancelled
ORD000345,2026-08-31,SKU-0011,WH-03,33.0,pending
ORD000060,2026-06-30,SKU-0045,WH-06,54.0,delivered
ORD000666,2026-08-07,SKU-0016,WH-01,52.0,cancelled
ORD000165,2026-07-01,SKU-0029,WH-06,46.0,shipped
ORD000557,2026-07-27,SKU-0009,WH-08,38.0,shipped
ORD000732,2026-08-14,SKU-0044,WH-02,38.0,delivered
ORD000131,2026-07-18,SKU-0014,WH-01,47.0,cancelled
ORD000471,2026-07-30,SKU-0043,WH-03,39.0,cancelled
ORD000441,2026-07-11,SKU-0009,WH-06,42.0,cancelled
ORD000741,2026-08-28,SKU-0039,WH-04,59.0,delivered
ORD000038,2026-07-27,SKU-0043,WH-08,53.0,cancelled
ORD000249,2026-07-07,SKU-0036,WH-03,50.0,pending
ORD000053,2026-07-24,SKU-0036,WH-08,41.0,delivered
ORD000194,2026-07-22,SKU-0029,WH-04,40.0,pending
ORD000136,2026-07-06,SKU-0014,WH-08,41.0,delivered
ORD000288,2026-08-05,SKU-0028,WH-03,31.0,pending
ORD000709,2026-07-13,SKU-0014,WH-03,47.0,delivered
ORD000486,2026-07-19,SKU-0002,WH-02,41.0,pending
ORD000335,2026-07-07,SKU-0023,WH-02,48.0,shipped
ORD000429,2026-08-21,SKU-0032,WH-05,43.0,cancelled
ORD000386,2026-08-14,SKU-0016,WH-08,52.0,delivered
ORD000314,2026-06-26,SKU-0044,WH-06,44.0,delivered
ORD000052,2026-08-01,SKU-0006,WH-02,38.0,cancelled
ORD000689,2026-08-17,SKU-0045,WH-07,35.0,shipped
ORD000634,2026-08-13,SKU-0020,WH-03,33.0,delivered
ORD000239,2026-08-04,SKU-0045,WH-03,50.0,pending
ORD000246,2026-07-28,SKU-0041,WH-02,53.0,delivered
ORD000028,2026-07-22,SKU-0034,WH-05,46.0,cancelled
ORD000432,2026-08-25,SKU-0015,WH-08,47.0,cancelled
ORD000265,2026-07-02,SKU-0009,WH-06,39.0,delivered
ORD000244,2026-07-17,SKU-0011,WH-08,61.0,delivered
ORD000110,2026-08-15,SKU-0006,WH-06,45.0,shipped
ORD000159,2026-08-23,SKU-0044,WH-08,52.0,shipped
ORD000669,2026-07-05,SKU-0034,WH-06,43.0,pending
ORD000552,2026-08-10,SKU-0038,WH-04,45.0,shipped
ORD000617,2026-08-10,SKU-0023,WH-08,49.0,shipped
ORD000223,2026-07-06,SKU-0025,WH-08,42.0,delivered
ORD000757,2026-07-18,SKU-0041,WH-07,31.0,cancelled
ORD000328,2026-08-13,SKU-0007,WH-05,45.0,cancelled
ORD000573,2026-08-21,SKU-0041,WH-01,45.0,delivered
ORD000333,2026-08-03,SKU-0038,WH-07,46.0,shipped
ORD000637,2026-07-25,SKU-0008,WH-01,40.0,pending
ORD000167,2026-08-22,SKU-0017,WH-07,37.0,cancelled
ORD000241,2026-07-15,SKU-0025,WH-02,52.0,shipped
ORD000621,2026-07-05,SKU-0005,WH-06,50.0,pending
ORD000722,2026-08-02,SKU-0022,WH-03,51.0,cancelled
ORD000024,2026-07-01,SKU-0010,WH-04,54.0,delivered
ORD000294,2026-07-30,SKU-0029,WH-08,43.0,pending
ORD000542,2026-06-27,SKU-0005,WH-03,41.0,pending
ORD000645,2026-07-05,SKU-0036,WH-06,47.0,cancelled
ORD000041,2026-07-30,SKU-0044,WH-01,53.0,pending
ORD000217,2026-07-07,SKU-0009,WH-05,44.0,pending
ORD000373,2026-07-16,SKU-0033,WH-02,37.0,shipped
ORD000023,2026-07-27,SKU-0036,WH-04,54.0,delivered
ORD000268,2026-08-23,SKU-0003,WH-07,45.0,cancelled
ORD000173,2026-08-05,SKU-0043,WH-06,43.0,cancelled
ORD000100,2026-08-22,SKU-0008,WH-01,52.0,pending
ORD000379,2026-08-05,SKU-0044,WH-01,45.0,cancelled
ORD000713,2026-08-13,SKU-0027,WH-01,42.0,pending
ORD000381,2026-08-03,SKU-0030,WH-06,32.0,shipped
ORD000716,2026-08-08,SKU-0019,WH-03,42.0,shipped
ORD000222,2026-07-07,SKU-0030,WH-08,44.0,delivered
ORD000458,2026-07-05,SKU-0039,WH-08,40.0,pending
ORD000188,2026-08-17,SKU-0028,WH-04,40.0,pending
ORD000460,2026-07-30,SKU-0029,WH-04,47.0,shipped
ORD000467,2026-06-30,SKU-0026,WH-08,47.0,pending
ORD000076,2026-08-27,SKU-0021,WH-06,40.0,cancelled
ORD000242,2026-07-13,SKU-0028,WH-05,44.0,shipped
ORD000122,2026-08-11,SKU-0020,WH-01,46.0,shipped
ORD000073,2026-08-17,SKU-0042,WH-04,52.0,delivered
ORD000745,2026-08-02,SKU-0020,WH-05,42.0,delivered
ORD000737,2026-07-20,SKU-0008,WH-03,47.0,pending
ORD000347,2026-07-08,SKU-0035,WH-07,33.0,delivered
ORD000740,2026-07-29,SKU-0042,WH-05,32.0,shipped
ORD000633,2026-08-25,SKU-0037,WH-07,43.0,shipped
ORD000416,2026-07-08,SKU-0034,WH-05,46.0,pending
ORD000577,2026-07-09,SKU-0017,WH-01,28.0,shipped
ORD000444,2026-07-14,SKU-0019,WH-02,38.0,delivered
ORD000005,2026-08-07,SKU-0044,WH-01,28.0,shipped
ORD000377,2026-08-21,SKU-0036,WH-04,35.0,pending
ORD000688,2026-08-23,SKU-0021,WH-01,47.0,shipped
ORD000069,2026-08-03,SKU-0030,WH-02,51.0,cancelled
ORD000014,2026-08-10,SKU-0027,WH-01,40.0,shipped
ORD000758,2026-06-27,SKU-0009,WH-02,45.0,cancelled
ORD000078,2026-08-15,SKU-0032,WH-06,40.0,cancelled
ORD000202,2026-08-10,SKU-0013,WH-04,49.0,cancelled
ORD000599,2026-08-26,SKU-0008,WH-04,53.0,delivered
ORD000567,2026-07-22,SKU-0024,WH-02,35.0,cancelled
ORD000004,2026-07-05,SKU-0023,WH-03,41.0,delivered
ORD000505,2026-07-13,SKU-0002,WH-04,44.0,cancelled
ORD000581,2026-07-30,SKU-0037,WH-05,56.0,pending
ORD000710,2026-07-11,SKU-0038,WH-04,40.0,shipped
ORD000440,2026-08-01,SKU-0016,WH-03,41.0,shipped
ORD000602,2026-07-29,SKU-0014,WH-05,43.0,delivered
ORD000293,2026-08-11,SKU-0011,WH-07,53.0,delivered
ORD000071,2026-07-11,SKU-0018,WH-06,53.0,delivered
ORD000002,2026-08-02,SKU-0036,WH-05,42.0,cancelled
ORD000025,2026-08-20,SKU-0012,WH-04,42.0,delivered
ORD000308,2026-07-25,SKU-0025,WH-06,36.0,cancelled
ORD000216,2026-07-19,SKU-0044,WH-02,41.0,shipped
ORD000343,2026-07-29,SKU-0023,WH-05,39.0,shipped
ORD000668,2026-08-07,SKU-0022,WH-03,50.0,pending
ORD000166,2026-08-16,SKU-0028,WH-04,55.0,pending
ORD000712,2026-08-14,SKU-0030,WH-06,60.0,shipped
ORD000331,2026-07-01,SKU-0037,WH-05,45.0,shipped
ORD000177,2026-08-23,SKU-0002,WH-04,54.0,pending
ORD000375,2026-08-31,SKU-0008,WH-06,44.0,pending
ORD000445,2026-08-12,SKU-0027,WH-08,51.0,shipped
ORD000683,2026-07-28,SKU-0041,WH-03,49.0,cancelled
ORD000553,2026-07-15,SKU-0013,WH-07,48.0,delivered
ORD000638,2026-07-10,SKU-0011,WH-06,33.0,shipped
ORD000624,2026-08-09,SKU-0040,WH-06,54.0,delivered
ORD000307,2026-08-02,SKU-0032,WH-01,42.0,cancelled
ORD000048,2026-07-10,SKU-0036,WH-04,50.0,cancelled
ORD000521,2026-08-28,SKU-0002,WH-07,29.0,pending
ORD000718,2026-07-30,SKU-0031,WH-08,42.0,cancelled
ORD000054,2026-07-21,SKU-0038,WH-02,34.0,cancelled
ORD000589,2026-07-26,SKU-0008,WH-02,50.0,cancelled
ORD000234,2026-07-15,SKU-0029,WH-08,51.0,cancelled
ORD000572,2026-08-14,SKU-0045,WH-05,36.0,pending
ORD000329,2026-07-14,SKU-0006,WH-04,32.0,pending
ORD000191,2026-07-19,SKU-0023,WH-03,42.0,pending
ORD000535,2026-08-13,SKU-0044,WH-04,41.0,shipped
ORD000151,2026-06-25,SKU-0015,WH-05,34.0,pending
ORD000179,2026-06-30,SKU-0012,WH-08,48.0,delivered
ORD000384,2026-08-07,SKU-0043,WH-04,43.0,pending
ORD000154,2026-06-27,SKU-0040,WH-02,50.0,cancelled
ORD000663,2026-08-13,SKU-0015,WH-04,40.0,cancelled
ORD000256,2026-08-09,SKU-0025,WH-07,63.0,cancelled
ORD000363,2026-07-15,SKU-0020,WH-06,34.0,shipped
ORD000586,2026-07-29,SKU-0043,WH-03,54.0,shipped
ORD000502,2026-08-02,SKU-0012,WH-06,54.0,delivered
ORD000175,2026-08-11,SKU-0002,WH-05,38.0,shipped
ORD000029,2026-06-30,SKU-0028,WH-05,50.0,pending
ORD000126,2026-08-21,SKU-0008,WH-05,47.0,cancelled
ORD000536,2026-07-27,SKU-0021,WH-06,47.0,shipped
ORD000613,2026-07-20,SKU-0011,WH-03,38.0,shipped
ORD000145,2026-06-25,SKU-0005,WH-07,46.0,shipped
ORD000618,2026-06-30,SKU-0014,WH-01,41.0,cancelled
ORD000677,2026-08-14,SKU-0020,WH-05,42.0,cancelled
ORD000631,2026-08-24,SKU-0039,WH-03,58.0,delivered
ORD000215,2026-07-01,SKU-0032,WH-04,50.0,pending
ORD000579,2026-07-31,SKU-0035,WH-01,44.0,shipped
ORD000286,2026-06-29,SKU-0008,WH-08,39.0,pending
ORD000496,2026-07-28,SKU-0015,WH-05,29.0,cancelled
ORD000230,2026-07-11,SKU-0039,WH-01,46.0,pending
ORD000196,2026-07-03,SKU-0001,WH-07,40.0,delivered
ORD000717,2026-07-19,SKU-0039,WH-05,45.0,delivered
ORD000266,2026-06-26,SKU-0003,WH-01,39.0,pending
ORD000563,2026-08-14,SKU-0030,WH-01,59.0,delivered
ORD000658,2026-07-08,SKU-0044,WH-03,45.0,shipped
ORD000017,2026-08-05,SKU-0024,WH-04,43.0,cancelled
ORD000519,2026-07-27,SKU-0034,WH-03,35.0,cancelled
ORD000752,2026-07-02,SKU-0026,WH-02,59.0,cancelled
ORD000027,2026-07-24,SKU-0039,WH-03,41.0,pending
ORD000277,2026-08-29,SKU-0041,WH-07,37.0,shipped
ORD000395,2026-08-25,SKU-0013,WH-08,39.0,cancelled
ORD000354,2026-08-21,SKU-0011,WH-04,43.0,pending
ORD000228,2026-08-28,SKU-0041,WH-01,58.0,pending
ORD000533,2026-07-13,SKU-0045,WH-02,35.0,pending
ORD000320,2026-07-03,SKU-0036,WH-02,45.0,cancelled
ORD000147,2026-08-15,SKU-0002,WH-01,37.0,cancelled
ORD000285,2026-07-26,SKU-0037,WH-04,44.0,delivered
ORD000214,2026-08-01,SKU-0041,WH-01,48.0,shipped
ORD000111,2026-07-29,SKU-0040,WH-05,38.0,cancelled
ORD000723,2026-08-29,SKU-0039,WH-08,56.0,cancelled
ORD000418,2026-08-24,SKU-0010,WH-02,41.0,shipped
ORD000623,2026-08-28,SKU-0031,WH-07,43.0,cancelled
ORD000383,2026-08-06,SKU-0004,WH-08,49.0,shipped
ORD000449,2026-08-09,SKU-0010,WH-01,50.0,pending
ORD000544,2026-07-29,SKU-0044,WH-01,47.0,pending
ORD000739,2026-08-08,SKU-0014,WH-06,52.0,delivered
ORD000350,2026-07-15,SKU-0015,WH-04,46.0,cancelled
ORD000530,2026-08-30,SKU-0042,WH-03,35.0,delivered
ORD000707,2026-07-12,SKU-0028,WH-03,47.0,pending
ORD000389,2026-08-05,SKU-0044,WH-05,52.0,cancelled
ORD000259,2026-07-10,SKU-0014,WH-08,41.0,delivered
ORD000042,2026-07-08,SKU-0018,WH-03,44.0,pending
ORD000163,2026-07-20,SKU-0030,WH-06,44.0,cancelled
ORD000678,2026-07-22,SKU-0011,WH-02,33.0,shipped
ORD000170,2026-08-30,SKU-0009,WH-06,53.0,shipped
ORD000254,2026-08-12,SKU-0035,WH-01,42.0,cancelled
ORD000394,2026-07-24,SKU-0027,WH-07,40.0,shipped
ORD000489,2026-08-10,SKU-0037,WH-07,37.0,pending
ORD000306,2026-08-06,SKU-0035,WH-02,45.0,pending
ORD000035,2026-08-03,SKU-0005,WH-02,60.0,delivered
ORD000611,2026-07-14,SKU-0028,WH-02,62.0,delivered
ORD000726,2026-07-01,SKU-0026,WH-05,36.0,pending
ORD000252,2026-08-06,SKU-0032,WH-06,43.0,shipped
ORD000428,2026-07-01,SKU-0017,WH-05,56.0,pending
ORD000575,2026-08-12,SKU-0025,WH-04,49.0,cancelled
ORD000525,2026-08-16,SKU-0017,WH-05,48.0,delivered
ORD000396,2026-07-02,SKU-0025,WH-04,46.0,shipped
ORD000378,2026-07-20,SKU-0006,WH-05,53.0,shipped
ORD000269,2026-09-01,SKU-0018,WH-03,36.0,cancelled
ORD000355,2026-06-27,SKU-0044,WH-06,53.0,delivered
ORD000353,2026-06-26,SKU-0038,WH-02,43.0,cancelled
ORD000118,2026-07-30,SKU-0017,WH-06,42.0,cancelled
